縣市區,年,月,毒品案件數,派出所數量,集會次數,宗教團體數,竊盜案件數,學校數,離婚筆數,交通案件數,青少年犯罪數(竊盜)
臺南市大內區,106,11月,1,3,0,28,0,9,160,2,0
臺南市大內區,106,1月,1,3,0,28,0,9,160,6,0
臺南市大內區,106,3月,1,3,0,28,2,9,160,2,0
臺南市大內區,106,4月,4,3,0,28,0,9,160,2,0
臺南市大內區,106,6月,1,3,0,28,0,9,160,1,0
臺南市學甲區,106,10月,1,5,0,47,1,18,155,6,0
臺南市學甲區,106,1月,3,5,0,47,4,18,155,7,0
臺南市學甲區,106,3月,8,5,0,47,3,18,155,6,0
臺南市學甲區,106,4月,10,5,0,47,0,18,155,8,1
臺南市學甲區,106,5月,10,5,0,47,0,18,155,6,0
臺南市學甲區,106,6月,9,5,0,47,2,18,155,15,0
臺南市學甲區,106,7月,5,5,1,47,1,18,155,8,0
臺南市學甲區,106,8月,2,5,1,47,1,18,155,14,1
臺南市學甲區,106,9月,7,5,0,47,1,18,155,8,0
臺南市安南區,106,10月,40,10,0,71,2,53,241,54,1
臺南市安南區,106,11月,26,10,1,71,3,53,241,100,0
臺南市安南區,106,12月,14,10,1,71,3,53,241,62,0
臺南市安南區,106,1月,16,10,0,71,0,53,241,162,1
臺南市安南區,106,2月,27,10,0,71,1,53,241,118,0
臺南市安南區,106,3月,69,10,0,71,2,53,241,116,0
臺南市安南區,106,4月,67,10,0,71,1,53,241,86,0
臺南市安南區,106,5月,70,10,0,71,9,53,241,49,0
臺南市安南區,106,6月,47,10,0,71,7,53,241,55,1
臺南市安南區,106,7月,43,10,0,71,2,53,241,74,1
臺南市安南區,106,8月,37,10,0,71,3,53,241,76,0
臺南市安南區,106,9月,32,10,0,71,4,53,241,28,0
臺南市安定區,106,11月,9,4,0,26,0,12,158,18,0
臺南市安定區,106,12月,10,4,0,26,1,12,158,13,0
臺南市安定區,106,1月,1,4,0,26,0,12,158,23,0
臺南市安定區,106,2月,4,4,0,26,0,12,158,36,0
臺南市安定區,106,3月,11,4,0,26,1,12,158,28,0
臺南市安定區,106,4月,10,4,0,26,2,12,158,23,0
臺南市安定區,106,5月,7,4,0,26,0,12,158,21,0
臺南市安定區,106,6月,5,4,0,26,0,12,158,16,0
臺南市安定區,106,7月,5,4,0,26,1,12,158,16,0
臺南市安定區,106,8月,2,4,0,26,0,12,158,19,0
臺南市安定區,106,9月,3,4,0,26,3,12,158,20,0
臺南市安平區,106,10月,7,3,1,32,3,23,264,57,1
臺南市安平區,106,11月,4,3,1,32,2,23,264,0,0
臺南市安平區,106,12月,19,3,0,32,1,23,264,20,0
臺南市安平區,106,1月,6,3,1,32,2,23,264,83,1
臺南市安平區,106,2月,25,3,0,32,1,23,264,62,0
臺南市安平區,106,3月,6,3,0,32,1,23,264,47,0
臺南市安平區,106,4月,20,3,0,32,2,23,264,35,0
臺南市安平區,106,5月,20,3,0,32,3,23,264,60,1
臺南市安平區,106,6月,14,3,0,32,4,23,264,64,0
臺南市安平區,106,7月,7,3,1,32,0,23,264,53,0
臺南市安平區,106,8月,12,3,0,32,2,23,264,59,0
臺南市安平區,106,9月,2,3,1,32,2,23,264,49,0
臺南市官田區,106,10月,2,4,0,32,0,13,213,20,1
臺南市官田區,106,11月,3,4,0,32,0,13,213,20,0
臺南市官田區,106,12月,1,4,0,32,0,13,213,20,0
臺南市官田區,106,1月,1,4,0,32,0,13,213,17,0
臺南市官田區,106,2月,4,4,0,32,0,13,213,19,0
臺南市官田區,106,3月,9,4,0,32,0,13,213,4,0
臺南市官田區,106,4月,5,4,0,32,0,13,213,11,0
臺南市官田區,106,5月,6,4,0,32,0,13,213,17,0
臺南市官田區,106,6月,2,4,0,32,1,13,213,15,0
臺南市官田區,106,7月,3,4,0,32,0,13,213,20,0
臺南市官田區,106,8月,5,4,0,32,0,13,213,19,0
臺南市官田區,106,9月,4,4,1,32,0,13,213,5,0
臺南市將軍區,106,10月,2,4,0,29,0,18,213,1,0
臺南市將軍區,106,11月,1,4,0,29,0,18,213,11,0
臺南市將軍區,106,1月,2,4,0,29,1,18,213,4,0
臺南市將軍區,106,2月,3,4,0,29,2,18,213,9,0
臺南市將軍區,106,3月,8,4,0,29,2,18,213,5,0
臺南市將軍區,106,4月,16,4,0,29,0,18,213,3,0
臺南市將軍區,106,5月,4,4,0,29,0,18,213,2,0
臺南市將軍區,106,6月,3,4,1,29,2,18,213,5,0
臺南市將軍區,106,7月,3,4,0,29,1,18,213,4,0
臺南市將軍區,106,9月,1,4,0,29,0,18,213,8,0
臺南市山上區,106,2月,3,1,0,13,2,6,149,10,0
臺南市山上區,106,4月,8,1,0,13,0,6,149,2,0
臺南市山上區,106,5月,1,1,0,13,1,6,149,5,0
臺南市山上區,106,6月,3,1,0,13,0,6,149,8,0
臺南市山上區,106,7月,5,1,0,13,0,6,149,7,0
臺南市山上區,106,8月,2,1,1,13,0,6,149,7,0
臺南市左鎮區,106,10月,2,2,0,29,1,9,298,3,0
臺南市左鎮區,106,12月,2,2,0,29,0,9,298,0,0
臺南市左鎮區,106,2月,1,2,0,29,0,9,298,4,0
臺南市左鎮區,106,6月,2,2,0,29,0,9,298,1,0
臺南市左鎮區,106,8月,1,2,0,29,0,9,298,6,0
臺南市左鎮區,106,9月,3,2,0,29,1,9,298,4,0
臺南市後壁區,106,10月,1,4,1,42,1,28,207,8,0
臺南市後壁區,106,11月,1,4,0,42,0,28,207,11,0
臺南市後壁區,106,2月,2,4,0,42,1,28,207,16,0
臺南市後壁區,106,3月,4,4,0,42,2,28,207,13,0
臺南市後壁區,106,4月,8,4,0,42,1,28,207,10,0
臺南市後壁區,106,5月,7,4,0,42,0,28,207,7,0
臺南市後壁區,106,6月,5,4,0,42,0,28,207,9,0
臺南市後壁區,106,7月,6,4,0,42,1,28,207,10,0
臺南市後壁區,106,8月,5,4,0,42,2,28,207,14,0
臺南市後壁區,106,9月,5,4,1,42,1,28,207,0,0
臺南市新化區,106,10月,3,5,0,49,0,20,228,32,0
臺南市新化區,106,11月,3,5,1,49,0,20,228,35,0
臺南市新化區,106,12月,3,5,0,49,0,20,228,23,0
臺南市新化區,106,2月,4,5,0,49,0,20,228,47,0
臺南市新化區,106,3月,7,5,0,49,0,20,228,42,0
臺南市新化區,106,4月,3,5,0,49,1,20,228,46,0
臺南市新化區,106,5月,2,5,0,49,0,20,228,49,0
臺南市新化區,106,6月,12,5,0,49,0,20,228,48,0
臺南市新化區,106,7月,3,5,0,49,1,20,228,46,0
臺南市新化區,106,8月,5,5,1,49,2,20,228,48,1
臺南市新化區,106,9月,3,5,0,49,2,20,228,33,0
臺南市新市區,106,11月,1,2,0,34,1,10,191,69,0
臺南市新市區,106,12月,4,2,0,34,1,10,191,36,0
臺南市新市區,106,2月,2,2,0,34,0,10,191,69,0
臺南市新市區,106,3月,17,2,0,34,1,10,191,71,0
臺南市新市區,106,4月,4,2,0,34,0,10,191,57,0
臺南市新市區,106,5月,16,2,0,34,1,10,191,49,0
臺南市新市區,106,6月,4,2,0,34,1,10,191,65,1
臺南市新市區,106,7月,5,2,0,34,0,10,191,58,1
臺南市新市區,106,8月,3,2,0,34,2,10,191,68,0
臺南市新市區,106,9月,7,2,0,34,1,10,191,51,0
臺南市新營區,106,10月,1,6,1,42,1,44,186,67,1
臺南市新營區,106,11月,3,6,1,42,0,44,186,59,0
臺南市新營區,106,12月,6,6,1,42,1,44,186,34,0
臺南市新營區,106,1月,3,6,1,42,6,44,186,35,0
臺南市新營區,106,2月,8,6,0,42,3,44,186,101,0
臺南市新營區,106,3月,6,6,0,42,4,44,186,98,0
臺南市新營區,106,4月,15,6,0,42,1,44,186,39,1
臺南市新營區,106,5月,23,6,0,42,4,44,186,60,0
臺南市新營區,106,6月,22,6,0,42,1,44,186,57,0
臺南市新營區,106,7月,12,6,0,42,2,44,186,66,0
臺南市新營區,106,8月,5,6,0,42,3,44,186,60,0
臺南市新營區,106,9月,9,6,0,42,3,44,186,44,0
臺南市東山區,106,10月,2,3,0,45,0,21,228,10,1
臺南市東山區,106,11月,6,3,0,45,0,21,228,5,0
臺南市東山區,106,12月,3,3,0,45,0,21,228,3,0
臺南市東山區,106,1月,9,3,0,45,1,21,228,4,0
臺南市東山區,106,2月,12,3,0,45,0,21,228,14,0
臺南市東山區,106,3月,15,3,0,45,0,21,228,12,0
臺南市東山區,106,4月,22,3,0,45,1,21,228,5,0
臺南市東山區,106,5月,12,3,0,45,1,21,228,9,0
臺南市東山區,106,6月,5,3,0,45,1,21,228,6,0
臺南市東山區,106,7月,13,3,1,45,2,21,228,13,0
臺南市東山區,106,8月,1,3,0,45,1,21,228,9,1
臺南市東山區,106,9月,12,3,1,45,1,21,228,4,0
臺南市柳營區,106,11月,1,3,0,29,1,20,190,12,0
臺南市柳營區,106,3月,2,3,0,29,0,20,190,21,0
臺南市柳營區,106,5月,5,3,0,29,0,20,190,22,0
臺南市柳營區,106,6月,1,3,0,29,1,20,190,16,0
臺南市柳營區,106,7月,2,3,0,29,0,20,190,23,0
臺南市柳營區,106,8月,1,3,0,29,0,20,190,17,0
臺南市柳營區,106,9月,4,3,0,29,2,20,190,7,0
臺南市楠西區,106,11月,3,2,0,18,0,6,231,1,0
臺南市楠西區,106,3月,8,2,0,18,0,6,231,2,0
臺南市楠西區,106,4月,6,2,0,18,0,6,231,2,0
臺南市楠西區,106,5月,5,2,0,18,0,6,231,3,0
臺南市楠西區,106,6月,1,2,0,18,0,6,231,2,0
臺南市楠西區,106,7月,4,2,0,18,0,6,231,1,0
臺南市楠西區,106,8月,2,2,0,18,2,6,231,5,0
臺南市楠西區,106,9月,1,2,0,18,0,6,231,2,0
臺南市歸仁區,106,10月,46,5,0,44,3,25,182,27,1
臺南市歸仁區,106,11月,13,5,1,44,0,25,182,24,0
臺南市歸仁區,106,12月,6,5,1,44,0,25,182,18,0
臺南市歸仁區,106,1月,6,5,0,44,3,25,182,61,0
臺南市歸仁區,106,2月,4,5,0,44,2,25,182,54,0
臺南市歸仁區,106,3月,10,5,0,44,2,25,182,49,0
臺南市歸仁區,106,4月,52,5,0,44,1,25,182,35,0
臺南市歸仁區,106,5月,33,5,0,44,5,25,182,10,0
臺南市歸仁區,106,6月,4,5,0,44,2,25,182,23,0
臺南市歸仁區,106,7月,13,5,1,44,6,25,182,10,0
臺南市歸仁區,106,8月,12,5,0,44,2,25,182,38,0
臺南市歸仁區,106,9月,15,5,0,44,0,25,182,44,0
臺南市永康區,106,10月,49,8,1,81,8,43,271,233,1
臺南市永康區,106,11月,27,8,0,81,8,43,271,304,1
臺南市永康區,106,12月,27,8,1,81,6,43,271,128,0
臺南市永康區,106,1月,17,8,0,81,4,43,271,322,1
臺南市永康區,106,2月,18,8,0,81,4,43,271,363,1
臺南市永康區,106,3月,97,8,0,81,12,43,271,369,1
臺南市永康區,106,4月,150,8,0,81,10,43,271,237,1
臺南市永康區,106,5月,105,8,0,81,15,43,271,155,1
臺南市永康區,106,6月,126,8,0,81,6,43,271,256,1
臺南市永康區,106,7月,70,8,0,81,13,43,271,143,1
臺南市永康區,106,8月,57,8,0,81,14,43,271,268,1
臺南市永康區,106,9月,50,8,1,81,8,43,271,187,1
臺南市玉井區,106,10月,1,3,1,48,0,10,146,4,0
臺南市玉井區,106,11月,8,3,1,48,0,10,146,4,0
臺南市玉井區,106,1月,2,3,0,48,0,10,146,8,0
臺南市玉井區,106,2月,3,3,0,48,0,10,146,9,0
臺南市玉井區,106,3月,4,3,0,48,0,10,146,2,0
臺南市玉井區,106,5月,3,3,0,48,2,10,146,7,0
臺南市玉井區,106,6月,1,3,0,48,0,10,146,5,0
臺南市玉井區,106,8月,3,3,0,48,2,10,146,4,1
臺南市玉井區,106,9月,2,3,0,48,0,10,146,2,0
臺南市白河區,106,11月,2,8,1,75,3,25,275,15,0
臺南市白河區,106,12月,1,8,0,75,3,25,275,4,0
臺南市白河區,106,1月,2,8,0,75,0,25,275,17,0
臺南市白河區,106,3月,7,8,0,75,1,25,275,13,0
臺南市白河區,106,4月,7,8,0,75,2,25,275,14,0
臺南市白河區,106,5月,1,8,0,75,0,25,275,13,0
臺南市白河區,106,6月,5,8,0,75,2,25,275,8,0
臺南市白河區,106,7月,10,8,0,75,10,25,275,17,0
臺南市白河區,106,8月,3,8,1,75,1,25,275,17,0
臺南市白河區,106,9月,4,8,1,75,0,25,275,6,0
臺南市西港區,106,10月,3,2,1,35,2,19,161,19,0
臺南市西港區,106,11月,7,2,0,35,0,19,161,17,0
臺南市西港區,106,12月,1,2,0,35,0,19,161,8,0
臺南市西港區,106,1月,4,2,0,35,0,19,161,24,0
臺南市西港區,106,2月,9,2,0,35,2,19,161,22,0
臺南市西港區,106,3月,2,2,0,35,6,19,161,22,0
臺南市西港區,106,4月,1,2,0,35,0,19,161,22,0
臺南市西港區,106,5月,7,2,0,35,0,19,161,20,0
臺南市西港區,106,6月,5,2,0,35,1,19,161,14,0
臺南市西港區,106,7月,5,2,0,35,0,19,161,20,0
臺南市西港區,106,8月,2,2,0,35,0,19,161,23,0
臺南市西港區,106,9月,1,2,0,35,0,19,161,19,0
臺南市關廟區,106,10月,6,3,0,56,0,24,214,12,1
臺南市關廟區,106,11月,3,3,0,56,2,24,214,15,0
臺南市關廟區,106,12月,7,3,0,56,2,24,214,3,0
臺南市關廟區,106,2月,4,3,0,56,0,24,214,15,0
臺南市關廟區,106,3月,3,3,0,56,0,24,214,13,0
臺南市關廟區,106,4月,17,3,0,56,1,24,214,7,0
臺南市關廟區,106,5月,7,3,0,56,1,24,214,5,0
臺南市關廟區,106,6月,5,3,1,56,0,24,214,4,0
臺南市關廟區,106,7月,5,3,0,56,0,24,214,5,0
臺南市關廟區,106,8月,12,3,0,56,2,24,214,15,0
臺南市關廟區,106,9月,10,3,0,56,0,24,214,4,0
臺南市鹽水區,106,10月,2,3,0,46,0,28,158,11,0
臺南市鹽水區,106,11月,2,3,1,46,0,28,158,10,0
臺南市鹽水區,106,12月,2,3,0,46,0,28,158,3,0
臺南市鹽水區,106,1月,1,3,0,46,0,28,158,7,0
臺南市鹽水區,106,4月,2,3,0,46,2,28,158,16,0
臺南市鹽水區,106,5月,3,3,0,46,0,28,158,13,0
臺南市鹽水區,106,6月,12,3,0,46,0,28,158,16,0
臺南市鹽水區,106,8月,3,3,0,46,0,28,158,11,0
臺南市鹽水區,106,9月,4,3,0,46,0,28,158,12,0
臺南市麻豆區,106,10月,5,5,1,69,2,30,196,38,0
臺南市麻豆區,106,12月,2,5,1,69,0,30,196,25,0
臺南市麻豆區,106,1月,2,5,0,69,2,30,196,51,0
臺南市麻豆區,106,2月,5,5,0,69,4,30,196,54,0
臺南市麻豆區,106,4月,6,5,0,69,2,30,196,49,1
臺南市麻豆區,106,5月,7,5,0,69,1,30,196,49,0
臺南市麻豆區,106,6月,6,5,0,69,1,30,196,46,1
臺南市麻豆區,106,7月,6,5,0,69,0,30,196,52,1
臺南市麻豆區,106,8月,9,5,0,69,0,30,196,58,0
臺南市麻豆區,106,9月,2,5,1,69,1,30,196,46,0
臺南市龍崎區,106,3月,1,2,0,29,0,6,193,1,0
臺南市龍崎區,106,8月,1,2,0,29,1,6,193,5,0
臺南市南北區,106,10月,21,7,1,69,10,54,218,76,1
臺南市南北區,106,11月,18,7,0,69,7,54,218,1,1
臺南市南北區,106,12月,7,7,0,69,2,54,218,42,0
臺南市南北區,106,1月,9,7,0,69,2,54,218,187,1
臺南市南北區,106,2月,13,7,0,69,5,54,218,175,1
臺南市南北區,106,3月,50,7,0,69,6,54,218,142,1
臺南市南北區,106,4月,78,7,0,69,7,54,218,117,1
臺南市南北區,106,5月,88,7,0,69,9,54,218,84,0
臺南市南北區,106,6月,70,7,0,69,5,54,218,124,1
臺南市南北區,106,7月,63,7,0,69,4,54,218,168,1
臺南市南北區,106,8月,57,7,0,69,7,54,218,112,1
臺南市南北區,106,9月,38,7,0,69,0,54,218,118,1
臺南市南南區,106,10月,11,8,1,61,6,30,235,50,0
臺南市南南區,106,11月,13,8,0,61,2,30,235,74,0
臺南市南南區,106,12月,8,8,1,61,0,30,235,24,0
臺南市南南區,106,1月,5,8,0,61,2,30,235,76,0
臺南市南南區,106,2月,15,8,0,61,3,30,235,65,1
臺南市南南區,106,3月,26,8,0,61,0,30,235,54,0
臺南市南南區,106,4月,39,8,0,61,4,30,235,60,0
臺南市南南區,106,5月,26,8,0,61,6,30,235,56,0
臺南市南南區,106,6月,29,8,0,61,4,30,235,55,0
臺南市南南區,106,7月,20,8,0,61,2,30,235,68,1
臺南市南南區,106,8月,25,8,0,61,1,30,235,90,1
臺南市南南區,106,9月,27,8,0,61,0,30,235,17,1
臺南市南東區,106,10月,14,8,0,74,3,44,198,105,1
臺南市南東區,106,11月,26,8,0,74,4,44,198,240,1
臺南市南東區,106,12月,19,8,1,74,5,44,198,90,1
臺南市南東區,106,1月,6,8,0,74,5,44,198,143,1
臺南市南東區,106,2月,13,8,1,74,4,44,198,137,1
臺南市南東區,106,3月,28,8,0,74,7,44,198,126,0
臺南市南東區,106,4月,23,8,0,74,4,44,198,111,1
臺南市南東區,106,5月,39,8,0,74,1,44,198,81,1
臺南市南東區,106,6月,47,8,0,74,3,44,198,84,0
臺南市南東區,106,7月,30,8,0,74,8,44,198,157,1
臺南市南東區,106,8月,16,8,0,74,10,44,198,171,0
臺南市南東區,106,9月,17,8,0,74,0,44,198,0,1
臺南市七股區,106,12月,0,5,1,42,1,39,185,6,0
臺南市玉井區,106,12月,0,3,1,48,1,10,146,2,0
臺南市玉井區,106,4月,0,3,1,48,0,10,146,7,0
臺南市將軍區,106,12月,0,4,1,29,0,18,213,5,0
臺南市麻豆區,106,11月,0,5,1,69,0,30,196,33,0
臺南市麻豆區,106,3月,0,5,1,69,0,30,196,52,0
臺南市北門區,106,6月,0,3,0,37,0,21,166,5,1
臺南市新市區,106,1月,0,2,0,34,3,10,191,75,1
臺南市柳營區,106,1月,0,3,0,29,2,20,190,7,1
新北市三芝區,106,1月,0,3,0,25,0,12,265,7,1
新北市貢寮區,106,2月,0,6,0,24,1,24,203,2,1
新北市金山區,106,3月,0,4,0,23,1,13,266,9,1
桃園市大溪區,106,1月,0,11,0,44,9,50,240,115,1
臺中市和平區,106,6月,0,15,0,13,1,30,0,0,0
臺中市大肚區,106,2月,0,3,0,28,4,24,0,53,0
臺中市神岡區,106,1月,0,2,0,28,1,21,0,109,0
臺中市龍井區,106,1月,0,5,0,42,2,29,0,129,0
臺南市七股區,106,9月,0,5,0,42,1,39,185,10,0
臺南市下營區,106,11月,0,2,0,39,1,18,183,17,0
臺南市南化區,106,7月,0,3,0,54,1,18,102,2,0
臺南市大內區,106,8月,0,3,0,28,1,9,160,2,0
臺南市學甲區,106,2月,0,5,0,47,4,18,155,20,0
臺南市左鎮區,106,5月,0,2,0,29,1,9,298,4,0
臺南市後壁區,106,12月,0,4,0,42,1,28,207,4,0
臺南市新化區,106,1月,0,5,0,49,1,20,228,48,0
臺南市柳營區,106,10月,0,3,0,29,1,20,190,8,0
臺南市柳營區,106,2月,0,3,0,29,2,20,190,24,0
臺南市柳營區,106,4月,0,3,0,29,2,20,190,11,0
臺南市白河區,106,10月,0,8,0,75,2,25,275,11,0
臺南市鹽水區,106,7月,0,3,0,46,1,28,158,16,0
臺南市龍崎區,106,2月,0,2,0,29,1,6,193,1,0
臺南市龍崎區,106,5月,0,2,0,29,1,6,193,0,0
新北市平溪區,106,4月,0,3,0,10,1,12,145,2,0
新北市深坑區,106,2月,0,1,0,17,1,6,275,7,0
新北市貢寮區,106,7月,0,6,0,24,1,24,203,7,0
桃園市觀音區,106,2月,0,3,0,13,2,37,233,47,0
高雄市內門區,106,3月,0,3,0,37,1,24,182,11,0
高雄市六龜區,106,10月,0,5,0,81,2,22,300,8,0
高雄市大社區,106,2月,0,1,0,32,1,12,283,66,0
高雄市彌陀區,106,1月,0,2,0,40,1,12,224,14,0
高雄市彌陀區,106,2月,0,2,0,40,1,12,224,4,0
高雄市田寮區,106,4月,0,4,0,40,1,9,149,6,0
高雄市甲仙區,106,9月,0,2,0,43,1,12,208,0,0
新北市坪林區,106,1月,0,5,0,17,0,6,184,15,0
新北市坪林區,106,10月,0,5,0,17,0,6,184,10,0
新北市坪林區,106,11月,0,5,0,17,0,6,184,5,0
新北市坪林區,106,12月,0,5,0,17,0,6,184,6,0
新北市坪林區,106,2月,0,5,0,17,0,6,184,8,0
新北市坪林區,106,3月,0,5,0,17,0,6,184,4,0
新北市坪林區,106,4月,0,5,0,17,0,6,184,14,0
新北市坪林區,106,5月,0,5,0,17,0,6,184,9,0
新北市坪林區,106,6月,0,5,0,17,0,6,184,12,0
新北市坪林區,106,8月,0,5,0,17,0,6,184,8,0
新北市坪林區,106,9月,0,5,0,17,0,6,184,13,0
新北市平溪區,106,1月,0,3,0,10,0,12,145,4,0
新北市平溪區,106,10月,0,3,0,10,0,12,145,3,0
新北市平溪區,106,2月,0,3,0,10,0,12,145,1,0
新北市平溪區,106,3月,0,3,0,10,0,12,145,2,0
新北市烏來區,106,1月,0,5,0,5,0,12,371,2,0
新北市烏來區,106,11月,0,5,0,5,0,12,371,4,0
新北市烏來區,106,12月,0,5,0,5,0,12,371,3,0
新北市烏來區,106,5月,0,5,0,5,0,12,371,2,0
新北市烏來區,106,6月,0,5,0,5,0,12,371,2,0
新北市石碇區,106,1月,0,5,0,38,0,13,205,22,0
新北市石碇區,106,11月,0,5,0,38,0,13,205,9,0
新北市石碇區,106,12月,0,5,0,38,0,13,205,13,0
新北市石碇區,106,2月,0,5,0,38,0,13,205,5,0
新北市石碇區,106,4月,0,5,0,38,0,13,205,12,0
新北市石碇區,106,9月,0,5,0,38,0,13,205,10,0
新北市石門區,106,2月,0,3,0,18,0,12,111,1,0
新北市石門區,106,3月,0,3,0,18,0,12,111,2,0
新北市萬里區,106,12月,0,4,0,42,0,19,270,13,0
新北市貢寮區,106,1月,0,6,0,24,0,24,203,3,0
新北市貢寮區,106,11月,0,6,0,24,0,24,203,3,0
新北市貢寮區,106,12月,0,6,0,24,0,24,203,2,0
新北市貢寮區,106,8月,0,6,0,24,0,24,203,7,0
新北市雙溪區,106,1月,0,5,0,18,0,13,131,3,0
新北市雙溪區,106,10月,0,5,0,18,0,13,131,1,0
新北市雙溪區,106,11月,0,5,0,18,0,13,131,1,0
新北市雙溪區,106,12月,0,5,0,18,0,13,131,3,0
新北市雙溪區,106,2月,0,5,0,18,0,13,131,3,0
新北市雙溪區,106,3月,0,5,0,18,0,13,131,5,0
新北市雙溪區,106,7月,0,5,0,18,0,13,131,2,0
新北市雙溪區,106,8月,0,5,0,18,0,13,131,4,0
新北市雙溪區,106,9月,0,5,0,18,0,13,131,5,0
桃園市復興區,106,1月,0,11,0,2,0,36,371,4,0
桃園市復興區,106,10月,0,11,0,2,0,36,371,4,0
桃園市復興區,106,2月,0,11,0,2,0,36,371,6,0
臺中市和平區,106,1月,0,15,0,13,0,30,0,4,0
臺中市和平區,106,10月,0,15,0,13,0,30,0,2,0
臺中市和平區,106,11月,0,15,0,13,0,30,0,4,0
臺中市和平區,106,12月,0,15,0,13,0,30,0,2,0
臺中市和平區,106,3月,0,15,0,13,0,30,0,1,0
臺中市和平區,106,7月,0,15,0,13,0,30,0,1,0
臺中市中大安區,106,2月,0,2,0,23,0,83,0,5,0
臺中市新社區,106,1月,0,4,0,30,0,25,0,15,0
臺中市新社區,106,10月,0,4,0,30,0,25,0,11,0
臺中市新社區,106,6月,0,4,0,30,0,25,0,14,0
臺中市新社區,106,7月,0,4,0,30,0,25,0,16,0
臺中市新社區,106,8月,0,4,0,30,0,25,0,6,0
臺中市石岡區,106,1月,0,2,0,21,0,9,0,13,0
臺中市石岡區,106,5月,0,2,0,21,0,9,0,9,0
臺中市石岡區,106,9月,0,2,0,21,0,9,0,8,0
臺南市七股區,106,1月,0,5,0,42,0,39,185,22,0
臺南市下營區,106,1月,0,2,0,39,0,18,183,11,0
臺南市下營區,106,12月,0,2,0,39,0,18,183,6,0
臺南市下營區,106,2月,0,2,0,39,0,18,183,12,0
臺南市下營區,106,8月,0,2,0,39,0,18,183,20,0
臺南市北門區,106,11月,0,3,0,37,0,21,166,3,0
臺南市北門區,106,8月,0,3,0,37,0,21,166,2,0
臺南市南化區,106,1月,0,3,0,54,0,18,102,7,0
臺南市南化區,106,2月,0,3,0,54,0,18,102,3,0
臺南市南化區,106,4月,0,3,0,54,0,18,102,7,0
臺南市南化區,106,8月,0,3,0,54,0,18,102,1,0
臺南市大內區,106,2月,0,3,0,28,0,9,160,6,0
臺南市大內區,106,5月,0,3,0,28,0,9,160,2,0
臺南市大內區,106,7月,0,3,0,28,0,9,160,3,0
臺南市大內區,106,9月,0,3,0,28,0,9,160,2,0
臺南市學甲區,106,11月,0,5,0,47,0,18,155,11,0
臺南市學甲區,106,12月,0,5,0,47,0,18,155,9,0
臺南市安定區,106,10月,0,4,0,26,0,12,158,18,0
臺南市將軍區,106,8月,0,4,0,29,0,18,213,11,0
臺南市山上區,106,1月,0,1,0,13,0,6,149,5,0
臺南市山上區,106,10月,0,1,0,13,0,6,149,2,0
臺南市山上區,106,11月,0,1,0,13,0,6,149,2,0
臺南市山上區,106,12月,0,1,0,13,0,6,149,1,0
臺南市山上區,106,3月,0,1,0,13,0,6,149,5,0
臺南市山上區,106,9月,0,1,0,13,0,6,149,4,0
臺南市左鎮區,106,1月,0,2,0,29,0,9,298,2,0
臺南市左鎮區,106,11月,0,2,0,29,0,9,298,4,0
臺南市左鎮區,106,3月,0,2,0,29,0,9,298,4,0
臺南市左鎮區,106,4月,0,2,0,29,0,9,298,5,0
臺南市左鎮區,106,7月,0,2,0,29,0,9,298,5,0
臺南市後壁區,106,1月,0,4,0,42,0,28,207,15,0
臺南市新市區,106,10月,0,2,0,34,0,10,191,36,0
臺南市柳營區,106,12月,0,3,0,29,0,20,190,8,0
臺南市楠西區,106,1月,0,2,0,18,0,6,231,4,0
臺南市楠西區,106,12月,0,2,0,18,0,6,231,1,0
臺南市楠西區,106,2月,0,2,0,18,0,6,231,1,0
臺南市玉井區,106,7月,0,3,0,48,0,10,146,3,0
臺南市白河區,106,2月,0,8,0,75,0,25,275,21,0
臺南市關廟區,106,1月,0,3,0,56,0,24,214,18,0
臺南市鹽水區,106,2月,0,3,0,46,0,28,158,34,0
臺南市鹽水區,106,3月,0,3,0,46,0,28,158,24,0
臺南市龍崎區,106,1月,0,2,0,29,0,6,193,1,0
臺南市龍崎區,106,10月,0,2,0,29,0,6,193,1,0
臺南市龍崎區,106,7月,0,2,0,29,0,6,193,1,0
臺南市龍崎區,106,9月,0,2,0,29,0,6,193,2,0
高雄市內門區,106,12月,0,3,0,37,0,24,182,5,0
高雄市內門區,106,4月,0,3,0,37,0,24,182,6,0
高雄市六龜區,106,8月,0,5,0,81,0,22,300,4,0
高雄市彌陀區,106,11月,0,2,0,40,0,12,224,10,0
高雄市彌陀區,106,3月,0,2,0,40,0,12,224,9,0
高雄市桃源區,106,10月,0,8,0,0,0,18,95,1,0
高雄市桃源區,106,2月,0,8,0,0,0,18,95,1,0
高雄市桃源區,106,3月,0,8,0,0,0,18,95,1,0
高雄市桃源區,106,4月,0,8,0,0,0,18,95,1,0
高雄市桃源區,106,7月,0,8,0,0,0,18,95,1,0
高雄市永安區,106,11月,0,1,0,18,0,12,163,18,0
高雄市永安區,106,12月,0,1,0,18,0,12,163,15,0
高雄市永安區,106,2月,0,1,0,18,0,12,163,4,0
高雄市田寮區,106,11月,0,4,0,40,0,9,149,3,0
高雄市田寮區,106,12月,0,4,0,40,0,9,149,2,0
高雄市田寮區,106,8月,0,4,0,40,0,9,149,2,0
高雄市甲仙區,106,3月,0,2,0,43,0,12,208,1,0
