縣市區,年,月,毒品案件數,派出所數量,集會次數,宗教團體數,竊盜案件數,學校數,離婚筆數,交通案件數,青少年犯罪數(竊盜)
高雄市甲仙區,106,5月,0,2,0,43,0,12,208,1,0
高雄市茂林區,106,5月,0,3,0,0,0,9,317,1,0
高雄市茂林區,106,6月,0,3,0,0,0,9,317,1,0
高雄市鳥松區,106,6月,0,3,0,34,0,13,218,124,0
高雄市鹽埕區,106,11月,0,4,0,16,0,12,241,23,0
桃園市中壢區,107,1月,188,12,0,50,30,53,278,686,1
桃園市中壢區,107,2月,137,12,0,50,22,53,278,524,1
桃園市中壢區,107,3月,202,12,0,50,22,53,278,661,0
桃園市中壢區,107,4月,151,12,0,50,25,53,278,596,1
桃園市中壢區,107,5月,188,12,0,50,23,53,278,565,1
桃園市中壢區,107,6月,147,12,0,50,16,53,278,556,1
桃園市中壢區,107,7月,168,12,0,50,24,53,278,532,1
桃園市中壢區,107,8月,133,12,0,50,16,53,278,574,1
桃園市中壢區,107,9月,120,12,1,50,24,53,278,527,1
桃園市八德區,107,1月,79,6,0,16,11,17,282,293,0
桃園市八德區,107,2月,53,6,0,16,12,17,282,236,1
桃園市八德區,107,3月,110,6,0,16,7,17,282,294,0
桃園市八德區,107,4月,67,6,0,16,5,17,282,279,1
桃園市八德區,107,5月,79,6,0,16,3,17,282,235,1
桃園市八德區,107,6月,68,6,0,16,4,17,282,237,0
桃園市八德區,107,7月,89,6,0,16,10,17,282,310,1
桃園市八德區,107,8月,75,6,0,16,5,17,282,253,0
桃園市八德區,107,9月,34,6,0,16,5,17,282,258,1
桃園市大園區,107,1月,28,6,0,27,3,20,262,124,1
桃園市大園區,107,2月,39,6,0,27,3,20,262,81,0
桃園市大園區,107,3月,38,6,0,27,4,20,262,73,0
桃園市大園區,107,4月,22,6,0,27,2,20,262,109,1
桃園市大園區,107,5月,27,6,0,27,2,20,262,95,1
桃園市大園區,107,6月,29,6,0,27,5,20,262,107,0
桃園市大園區,107,7月,48,6,0,27,2,20,262,123,0
桃園市大園區,107,8月,54,6,0,27,4,20,262,101,1
桃園市大園區,107,9月,25,6,0,27,1,20,262,117,0
桃園市大溪區,107,1月,34,11,0,44,3,22,274,86,1
桃園市大溪區,107,2月,27,11,0,44,5,22,274,80,1
桃園市大溪區,107,3月,29,11,0,44,6,22,274,94,0
桃園市大溪區,107,4月,30,11,0,44,1,22,274,113,0
桃園市大溪區,107,5月,27,11,0,44,1,22,274,110,0
桃園市大溪區,107,6月,17,11,0,44,3,22,274,113,0
桃園市大溪區,107,7月,40,11,0,44,3,22,274,126,0
桃園市大溪區,107,8月,23,11,0,44,3,22,274,125,0
桃園市大溪區,107,9月,12,11,0,44,8,22,274,90,1
桃園市平鎮區,107,1月,53,6,0,19,5,31,262,302,0
桃園市平鎮區,107,2月,40,6,0,19,9,31,262,176,1
桃園市平鎮區,107,3月,87,6,0,19,6,31,262,225,1
桃園市平鎮區,107,4月,61,6,0,19,6,31,262,240,0
桃園市平鎮區,107,5月,65,6,0,19,9,31,262,255,0
桃園市平鎮區,107,6月,54,6,0,19,10,31,262,201,1
桃園市平鎮區,107,7月,63,6,0,19,13,31,262,276,1
桃園市平鎮區,107,8月,57,6,0,19,11,31,262,254,1
桃園市平鎮區,107,9月,27,6,1,19,10,31,262,228,0
桃園市復興區,107,1月,4,11,0,2,2,12,326,5,0
桃園市復興區,107,2月,2,11,0,2,0,12,326,0,0
桃園市復興區,107,3月,9,11,0,2,0,12,326,1,0
桃園市復興區,107,4月,2,11,0,2,0,12,326,4,0
桃園市復興區,107,5月,6,11,0,2,0,12,326,9,0
桃園市復興區,107,6月,1,11,0,2,1,12,326,8,0
桃園市復興區,107,7月,3,11,0,2,1,12,326,8,0
桃園市復興區,107,8月,1,11,0,2,0,12,326,4,0
桃園市復興區,107,9月,4,11,0,2,1,12,326,7,0
桃園市新屋區,107,1月,9,4,0,14,3,19,233,42,0
桃園市新屋區,107,2月,8,4,0,14,1,19,233,27,0
桃園市新屋區,107,3月,8,4,0,14,3,19,233,53,0
桃園市新屋區,107,4月,12,4,0,14,0,19,233,45,0
桃園市新屋區,107,5月,7,4,0,14,2,19,233,36,0
桃園市新屋區,107,6月,12,4,0,14,3,19,233,39,0
桃園市新屋區,107,7月,4,4,0,14,0,19,233,55,0
桃園市新屋區,107,8月,7,4,0,14,0,19,233,44,0
桃園市新屋區,107,9月,4,4,0,14,4,19,233,51,0
桃園市桃園區,107,1月,185,10,0,54,29,54,269,573,1
桃園市桃園區,107,2月,126,10,0,54,12,54,269,447,1
桃園市桃園區,107,3月,195,10,1,54,20,54,269,587,1
桃園市桃園區,107,4月,156,10,0,54,20,54,269,485,1
桃園市桃園區,107,5月,176,10,0,54,17,54,269,508,1
桃園市桃園區,107,6月,194,10,1,54,21,54,269,455,1
桃園市桃園區,107,7月,190,10,0,54,18,54,269,504,1
桃園市桃園區,107,8月,148,10,0,54,15,54,269,469,1
桃園市桃園區,107,9月,133,10,1,54,13,54,269,451,1
桃園市楊梅區,107,1月,44,6,0,25,14,35,273,144,1
桃園市楊梅區,107,2月,23,6,1,25,10,35,273,77,0
桃園市楊梅區,107,3月,39,6,1,25,6,35,273,160,1
桃園市楊梅區,107,4月,33,6,1,25,9,35,273,132,0
桃園市楊梅區,107,5月,49,6,0,25,3,35,273,119,1
桃園市楊梅區,107,6月,39,6,0,25,13,35,273,141,0
桃園市楊梅區,107,7月,43,6,0,25,4,35,273,141,1
桃園市楊梅區,107,8月,19,6,0,25,7,35,273,145,0
桃園市楊梅區,107,9月,30,6,1,25,4,35,273,158,0
桃園市蘆竹區,107,1月,42,5,0,21,8,21,244,189,1
桃園市蘆竹區,107,2月,17,5,0,21,4,21,244,154,1
桃園市蘆竹區,107,3月,26,5,0,21,3,21,244,203,0
桃園市蘆竹區,107,4月,46,5,0,21,7,21,244,199,0
桃園市蘆竹區,107,5月,21,5,0,21,3,21,244,175,1
桃園市蘆竹區,107,6月,18,5,0,21,3,21,244,180,0
桃園市蘆竹區,107,7月,20,5,0,21,8,21,244,182,0
桃園市蘆竹區,107,8月,24,5,0,21,2,21,244,185,0
桃園市蘆竹區,107,9月,8,5,1,21,4,21,244,192,1
桃園市觀音區,107,1月,10,3,0,13,4,15,259,43,0
桃園市觀音區,107,2月,11,3,0,13,0,15,259,34,0
桃園市觀音區,107,3月,21,3,0,13,0,15,259,22,0
桃園市觀音區,107,4月,15,3,0,13,0,15,259,51,0
桃園市觀音區,107,5月,31,3,0,13,2,15,259,35,0
桃園市觀音區,107,6月,17,3,0,13,4,15,259,30,0
桃園市觀音區,107,7月,43,3,0,13,5,15,259,27,1
桃園市觀音區,107,8月,25,3,0,13,1,15,259,34,0
桃園市觀音區,107,9月,7,3,0,13,4,15,259,19,0
桃園市龍潭區,107,1月,42,7,0,27,7,27,259,154,1
桃園市龍潭區,107,2月,36,7,0,27,5,27,259,127,0
桃園市龍潭區,107,3月,37,7,0,27,7,27,259,168,0
桃園市龍潭區,107,4月,29,7,1,27,4,27,259,130,1
桃園市龍潭區,107,5月,30,7,0,27,9,27,259,111,1
桃園市龍潭區,107,6月,40,7,0,27,9,27,259,130,0
桃園市龍潭區,107,7月,47,7,0,27,10,27,259,140,1
桃園市龍潭區,107,8月,36,7,0,27,9,27,259,140,0
桃園市龍潭區,107,9月,17,7,0,27,5,27,259,120,1
桃園市龜山區,107,1月,64,8,0,30,16,32,258,275,1
桃園市龜山區,107,2月,43,8,0,30,7,32,258,213,1
桃園市龜山區,107,3月,58,8,0,30,10,32,258,315,1
桃園市龜山區,107,4月,67,8,0,30,11,32,258,263,1
桃園市龜山區,107,5月,52,8,0,30,8,32,258,219,1
桃園市龜山區,107,6月,59,8,0,30,3,32,258,231,1
桃園市龜山區,107,7月,41,8,0,30,14,32,258,261,1
桃園市龜山區,107,8月,65,8,0,30,13,32,258,236,1
桃園市龜山區,107,9月,27,8,1,30,4,32,258,237,1
高雄市三民區,107,1月,69,11,1,62,2,36,239,477,1
高雄市三民區,107,2月,62,11,1,62,7,36,239,348,1
高雄市三民區,107,3月,61,11,1,62,5,36,239,442,1
高雄市三民區,107,4月,55,11,1,62,6,36,239,405,1
高雄市三民區,107,5月,74,11,1,62,1,36,239,443,1
高雄市三民區,107,6月,67,11,1,62,8,36,239,448,0
高雄市三民區,107,7月,71,11,1,62,8,36,239,489,1
高雄市三民區,107,8月,46,11,1,62,11,36,239,426,1
高雄市三民區,107,9月,26,11,1,62,5,36,239,435,1
高雄市仁武區,107,1月,12,3,1,51,3,10,244,196,0
高雄市仁武區,107,2月,15,3,0,51,2,10,244,150,1
高雄市仁武區,107,3月,37,3,0,51,3,10,244,139,0
高雄市仁武區,107,4月,6,3,0,51,1,10,244,147,0
高雄市仁武區,107,5月,16,3,0,51,1,10,244,190,0
高雄市仁武區,107,6月,11,3,0,51,3,10,244,179,0
高雄市仁武區,107,7月,14,3,0,51,3,10,244,166,1
高雄市仁武區,107,8月,14,3,0,51,0,10,244,159,1
高雄市仁武區,107,9月,11,3,0,51,2,10,244,176,1
高雄市內門區,107,1月,1,3,0,37,0,8,130,11,0
高雄市內門區,107,3月,1,3,0,37,0,8,130,7,0
高雄市內門區,107,4月,3,3,0,37,0,8,130,10,0
高雄市內門區,107,5月,1,3,0,37,0,8,130,13,0
高雄市內門區,107,6月,5,3,0,37,0,8,130,7,0
高雄市內門區,107,7月,2,3,0,37,0,8,130,7,0
高雄市內門區,107,8月,5,3,0,37,0,8,130,8,0
高雄市內門區,107,9月,2,3,0,37,0,8,130,16,0
高雄市六龜區,107,1月,7,5,0,81,0,10,252,6,0
高雄市六龜區,107,2月,5,5,0,81,0,10,252,7,0
高雄市六龜區,107,4月,1,5,0,81,1,10,252,6,0
高雄市六龜區,107,5月,8,5,0,81,0,10,252,11,0
高雄市六龜區,107,6月,3,5,0,81,0,10,252,8,0
高雄市六龜區,107,7月,12,5,0,81,0,10,252,8,1
高雄市六龜區,107,8月,4,5,0,81,0,10,252,5,0
高雄市六龜區,107,9月,1,5,0,81,0,10,252,10,0
高雄市前金區,107,1月,16,3,1,17,0,6,262,53,0
高雄市前金區,107,2月,8,3,1,17,1,6,262,48,0
高雄市前金區,107,3月,7,3,1,17,0,6,262,44,0
高雄市前金區,107,4月,7,3,1,17,1,6,262,48,0
高雄市前金區,107,5月,12,3,1,17,0,6,262,64,0
高雄市前金區,107,6月,8,3,1,17,1,6,262,62,0
高雄市前金區,107,7月,7,3,1,17,1,6,262,67,0
高雄市前金區,107,8月,5,3,1,17,0,6,262,78,0
高雄市前金區,107,9月,12,3,1,17,0,6,262,58,0
高雄市前鎮區,107,1月,42,6,0,45,4,28,242,294,1
高雄市前鎮區,107,2月,16,6,1,45,8,28,242,224,1
高雄市前鎮區,107,3月,36,6,1,45,7,28,242,230,1
高雄市前鎮區,107,4月,38,6,0,45,5,28,242,251,1
高雄市前鎮區,107,5月,44,6,0,45,3,28,242,281,0
高雄市前鎮區,107,6月,11,6,0,45,6,28,242,285,0
高雄市前鎮區,107,7月,44,6,1,45,3,28,242,311,1
高雄市前鎮區,107,8月,20,6,1,45,2,28,242,289,0
高雄市前鎮區,107,9月,27,6,1,45,2,28,242,303,0
高雄市大寮區,107,1月,105,4,0,91,6,22,248,195,1
高雄市大寮區,107,2月,20,4,0,91,0,22,248,158,0
高雄市大寮區,107,3月,51,4,1,91,1,22,248,183,0
高雄市大寮區,107,4月,21,4,0,91,3,22,248,156,0
高雄市大寮區,107,5月,22,4,0,91,5,22,248,200,0
高雄市大寮區,107,6月,27,4,0,91,2,22,248,200,0
高雄市大寮區,107,7月,21,4,1,91,3,22,248,199,1
高雄市大寮區,107,8月,18,4,0,91,2,22,248,168,0
高雄市大寮區,107,9月,10,4,1,91,2,22,248,166,0
高雄市大樹區,107,1月,6,3,0,72,0,16,191,44,0
高雄市大樹區,107,2月,7,3,1,72,0,16,191,39,0
高雄市大樹區,107,3月,13,3,0,72,1,16,191,45,0
高雄市大樹區,107,4月,7,3,0,72,0,16,191,47,0
高雄市大樹區,107,5月,7,3,0,72,0,16,191,39,0
高雄市大樹區,107,6月,8,3,0,72,0,16,191,39,0
高雄市大樹區,107,7月,12,3,0,72,2,16,191,46,0
高雄市大樹區,107,8月,12,3,0,72,3,16,191,60,0
高雄市大樹區,107,9月,2,3,0,72,1,16,191,42,0
高雄市大社區,107,1月,4,1,0,32,1,4,280,77,0
高雄市大社區,107,2月,10,1,0,32,0,4,280,47,0
高雄市大社區,107,3月,4,1,0,32,2,4,280,65,0
高雄市大社區,107,4月,13,1,0,32,0,4,280,59,0
高雄市大社區,107,5月,13,1,0,32,1,4,280,79,0
高雄市大社區,107,6月,14,1,0,32,2,4,280,89,0
高雄市大社區,107,7月,7,1,0,32,0,4,280,44,0
高雄市大社區,107,8月,14,1,0,32,2,4,280,49,0
高雄市大社區,107,9月,3,1,1,32,3,4,280,75,0
高雄市小港區,107,1月,34,6,0,39,1,26,264,150,1
高雄市小港區,107,2月,22,6,0,39,4,26,264,115,1
高雄市小港區,107,3月,39,6,1,39,4,26,264,157,0
高雄市小港區,107,4月,44,6,0,39,2,26,264,143,1
高雄市小港區,107,5月,47,6,0,39,4,26,264,170,0
高雄市小港區,107,6月,34,6,0,39,1,26,264,160,0
高雄市小港區,107,7月,40,6,0,39,3,26,264,126,1
高雄市小港區,107,8月,30,6,1,39,1,26,264,173,1
高雄市小港區,107,9月,15,6,1,39,0,26,264,130,0
高雄市岡山區,107,1月,29,4,1,68,2,9,241,179,1
高雄市岡山區,107,2月,17,4,0,68,2,9,241,154,1
高雄市岡山區,107,3月,24,4,1,68,1,9,241,166,0
高雄市岡山區,107,4月,24,4,0,68,2,9,241,158,0
高雄市岡山區,107,5月,42,4,1,68,1,9,241,178,1
高雄市岡山區,107,6月,10,4,1,68,1,9,241,156,0
高雄市岡山區,107,7月,24,4,1,68,4,9,241,166,1
高雄市岡山區,107,8月,48,4,1,68,1,9,241,167,1
高雄市岡山區,107,9月,19,4,1,68,1,9,241,147,0
高雄市左營區,107,1月,39,8,1,38,3,30,258,279,1
高雄市左營區,107,2月,32,8,0,38,4,30,258,281,1
高雄市左營區,107,3月,50,8,1,38,3,30,258,240,0
高雄市左營區,107,4月,28,8,0,38,2,30,258,220,1
高雄市左營區,107,5月,30,8,1,38,4,30,258,307,1
高雄市左營區,107,6月,31,8,1,38,0,30,258,261,0
高雄市左營區,107,7月,30,8,1,38,4,30,258,289,1
高雄市左營區,107,8月,26,8,0,38,5,30,258,260,1
高雄市左營區,107,9月,8,8,1,38,2,30,258,260,1
高雄市彌陀區,107,1月,4,2,0,40,0,4,216,18,0
高雄市彌陀區,107,2月,1,2,0,40,0,4,216,10,0
高雄市彌陀區,107,3月,1,2,0,40,0,4,216,15,0
高雄市彌陀區,107,5月,4,2,0,40,0,4,216,11,1
高雄市彌陀區,107,6月,2,2,0,40,0,4,216,11,0
高雄市彌陀區,107,7月,5,2,0,40,0,4,216,8,0
高雄市新興區,107,1月,50,4,0,22,1,10,187,161,1
高雄市新興區,107,2月,6,4,0,22,0,10,187,110,1
高雄市新興區,107,3月,34,4,1,22,0,10,187,119,0
高雄市新興區,107,4月,36,4,0,22,1,10,187,102,1
高雄市新興區,107,5月,14,4,0,22,1,10,187,120,1
高雄市新興區,107,6月,13,4,0,22,1,10,187,138,0
高雄市新興區,107,7月,17,4,0,22,0,10,187,133,0
高雄市新興區,107,8月,9,4,1,22,1,10,187,146,0
高雄市新興區,107,9月,6,4,1,22,1,10,187,127,0
高雄市旗山區,107,1月,10,7,0,90,1,15,215,38,0
高雄市旗山區,107,2月,1,7,0,90,1,15,215,30,0
高雄市旗山區,107,3月,10,7,1,90,0,15,215,42,0
高雄市旗山區,107,4月,10,7,0,90,3,15,215,47,1
高雄市旗山區,107,5月,10,7,0,90,2,15,215,44,0
高雄市旗山區,107,6月,16,7,0,90,0,15,215,45,0
高雄市旗山區,107,7月,3,7,0,90,0,15,215,39,0
高雄市旗山區,107,8月,4,7,0,90,0,15,215,32,0
高雄市旗山區,107,9月,2,7,0,90,0,15,215,44,0
高雄市旗津區,107,1月,29,2,0,25,1,4,208,20,0
高雄市旗津區,107,2月,16,2,0,25,0,4,208,18,0
高雄市旗津區,107,3月,11,2,0,25,1,4,208,17,0
高雄市旗津區,107,4月,6,2,0,25,0,4,208,11,0
高雄市旗津區,107,5月,15,2,0,25,0,4,208,14,0
高雄市旗津區,107,6月,11,2,0,25,0,4,208,22,0
高雄市旗津區,107,7月,7,2,0,25,1,4,208,16,0
高雄市旗津區,107,8月,4,2,0,25,1,4,208,18,0
高雄市旗津區,107,9月,4,2,1,25,2,4,208,20,0
高雄市杉林區,107,1月,10,2,0,52,0,7,264,7,0
高雄市杉林區,107,3月,7,2,0,52,0,7,264,5,0
高雄市杉林區,107,4月,4,2,0,52,0,7,264,4,1
高雄市杉林區,107,5月,3,2,0,52,1,7,264,3,0
高雄市杉林區,107,6月,11,2,0,52,0,7,264,5,0
高雄市杉林區,107,7月,4,2,0,52,1,7,264,4,0
高雄市杉林區,107,8月,16,2,0,52,0,7,264,8,0
高雄市林園區,107,1月,31,4,0,72,2,10,234,72,0
高雄市林園區,107,2月,26,4,0,72,2,10,234,50,0
高雄市林園區,107,3月,24,4,0,72,1,10,234,79,0
高雄市林園區,107,4月,22,4,0,72,1,10,234,53,0
高雄市林園區,107,5月,11,4,0,72,2,10,234,77,0
高雄市林園區,107,6月,27,4,0,72,0,10,234,71,0
高雄市林園區,107,7月,26,4,1,72,2,10,234,66,0
高雄市林園區,107,8月,13,4,1,72,1,10,234,70,1
高雄市林園區,107,9月,7,4,1,72,1,10,234,73,1
高雄市桃源區,107,7月,2,8,0,0,0,6,402,1,0
高雄市梓官區,107,1月,6,2,0,49,0,4,171,23,0
高雄市梓官區,107,2月,10,2,0,49,0,4,171,35,0
高雄市梓官區,107,3月,4,2,0,49,0,4,171,28,0
高雄市梓官區,107,4月,9,2,0,49,0,4,171,26,0
高雄市梓官區,107,5月,8,2,0,49,0,4,171,21,1
高雄市梓官區,107,6月,16,2,0,49,1,4,171,31,0
高雄市梓官區,107,7月,9,2,0,49,0,4,171,24,0
高雄市梓官區,107,8月,5,2,1,49,0,4,171,25,0
高雄市梓官區,107,9月,3,2,1,49,0,4,171,20,0
高雄市楠梓區,107,1月,27,6,0,31,11,23,241,232,1
高雄市楠梓區,107,2月,29,6,0,31,2,23,241,179,1
高雄市楠梓區,107,3月,24,6,0,31,3,23,241,205,0
高雄市楠梓區,107,4月,37,6,0,31,3,23,241,227,1
高雄市楠梓區,107,5月,29,6,0,31,7,23,241,261,1
高雄市楠梓區,107,6月,46,6,0,31,3,23,241,240,0
高雄市楠梓區,107,7月,68,6,0,31,4,23,241,229,1
高雄市楠梓區,107,8月,15,6,0,31,3,23,241,175,1
高雄市楠梓區,107,9月,6,6,1,31,7,23,241,241,0
高雄市橋頭區,107,1月,13,2,0,28,0,9,205,73,0
高雄市橋頭區,107,2月,3,2,0,28,0,9,205,53,0
高雄市橋頭區,107,3月,10,2,1,28,0,9,205,73,0
高雄市橋頭區,107,4月,13,2,0,28,0,9,205,64,0
高雄市橋頭區,107,5月,1,2,0,28,0,9,205,86,0
高雄市橋頭區,107,6月,17,2,0,28,1,9,205,76,0
高雄市橋頭區,107,7月,10,2,0,28,4,9,205,66,0
高雄市橋頭區,107,8月,5,2,0,28,1,9,205,71,0
高雄市橋頭區,107,9月,4,2,0,28,0,9,205,48,0
高雄市永安區,107,1月,4,1,0,18,0,4,250,12,0
高雄市永安區,107,3月,1,1,0,18,0,4,250,10,0
高雄市永安區,107,5月,3,1,0,18,0,4,250,7,0
高雄市永安區,107,7月,1,1,0,18,1,4,250,14,0
高雄市永安區,107,8月,2,1,0,18,0,4,250,8,0
高雄市永安區,107,9月,1,1,0,18,0,4,250,9,0
高雄市湖內區,107,1月,6,3,0,28,1,6,225,60,0
高雄市湖內區,107,2月,12,3,0,28,2,6,225,41,0
高雄市湖內區,107,3月,59,3,0,28,1,6,225,55,1
高雄市湖內區,107,4月,7,3,0,28,1,6,225,14,0
高雄市湖內區,107,5月,51,3,0,28,1,6,225,28,0
高雄市湖內區,107,6月,7,3,0,28,2,6,225,35,0
高雄市湖內區,107,7月,14,3,0,28,0,6,225,39,0
高雄市湖內區,107,8月,8,3,0,28,0,6,225,47,0
高雄市湖內區,107,9月,4,3,0,28,0,6,225,36,0
高雄市燕巢區,107,1月,7,3,0,55,1,7,247,41,1
高雄市燕巢區,107,2月,3,3,0,55,1,7,247,34,0
高雄市燕巢區,107,3月,5,3,0,55,1,7,247,50,0
高雄市燕巢區,107,4月,7,3,0,55,0,7,247,51,0
高雄市燕巢區,107,5月,3,3,1,55,0,7,247,69,0
高雄市燕巢區,107,6月,5,3,0,55,0,7,247,55,0
高雄市燕巢區,107,7月,9,3,0,55,2,7,247,52,0
高雄市燕巢區,107,8月,7,3,0,55,0,7,247,49,0
高雄市燕巢區,107,9月,6,3,0,55,0,7,247,51,0
高雄市田寮區,107,1月,1,4,0,40,0,1,233,6,0
高雄市田寮區,107,3月,4,4,1,40,0,1,233,2,0
高雄市田寮區,107,4月,2,4,0,40,0,1,233,1,1
高雄市田寮區,107,5月,2,4,0,40,0,1,233,3,0
高雄市田寮區,107,8月,4,4,0,40,0,1,233,7,0
高雄市甲仙區,107,3月,2,2,0,43,0,4,130,1,0
高雄市甲仙區,107,4月,1,2,0,43,0,4,130,5,0
高雄市甲仙區,107,5月,2,2,0,43,0,4,130,2,0
高雄市甲仙區,107,6月,1,2,0,43,0,4,130,0,0
高雄市甲仙區,107,7月,4,2,0,43,0,4,130,1,0
高雄市甲仙區,107,8月,2,2,0,43,1,4,130,1,1
高雄市甲仙區,107,9月,1,2,0,43,0,4,130,0,0
高雄市美濃區,107,1月,15,5,1,70,1,15,261,31,1
高雄市美濃區,107,2月,7,5,1,70,0,15,261,28,0
高雄市美濃區,107,3月,5,5,0,70,0,15,261,25,0
高雄市美濃區,107,4月,23,5,0,70,1,15,261,25,1
高雄市美濃區,107,5月,8,5,1,70,4,15,261,20,0
高雄市美濃區,107,6月,18,5,1,70,1,15,261,27,0
高雄市美濃區,107,7月,12,5,1,70,0,15,261,20,1
高雄市美濃區,107,8月,16,5,0,70,1,15,261,30,0
高雄市美濃區,107,9月,7,5,1,70,3,15,261,14,0
高雄市苓雅區,107,1月,54,6,0,43,7,30,218,219,1
高雄市苓雅區,107,2月,35,6,0,43,3,30,218,189,1
高雄市苓雅區,107,3月,28,6,0,43,3,30,218,181,0
高雄市苓雅區,107,4月,41,6,0,43,4,30,218,218,1
高雄市苓雅區,107,5月,61,6,1,43,1,30,218,207,0
高雄市苓雅區,107,6月,57,6,0,43,3,30,218,216,0
高雄市苓雅區,107,7月,34,6,1,43,3,30,218,220,1
高雄市苓雅區,107,8月,51,6,1,43,0,30,218,213,1
高雄市苓雅區,107,9月,18,6,1,43,3,30,218,240,0
高雄市茄萣區,107,1月,3,1,0,26,0,8,195,33,0
高雄市茄萣區,107,2月,8,1,0,26,1,8,195,26,0
高雄市茄萣區,107,3月,10,1,0,26,0,8,195,19,0
高雄市茄萣區,107,4月,5,1,0,26,0,8,195,9,0
高雄市茄萣區,107,5月,14,1,1,26,1,8,195,12,0
高雄市茄萣區,107,6月,21,1,0,26,0,8,195,19,0
高雄市茄萣區,107,7月,6,1,1,26,1,8,195,17,0
高雄市茄萣區,107,8月,15,1,0,26,0,8,195,23,0
高雄市路竹區,107,1月,9,3,0,46,1,12,195,95,0
高雄市路竹區,107,2月,3,3,0,46,0,12,195,72,0
高雄市路竹區,107,3月,17,3,1,46,0,12,195,67,0
高雄市路竹區,107,4月,13,3,0,46,0,12,195,22,1
高雄市路竹區,107,5月,13,3,0,46,0,12,195,64,0
高雄市路竹區,107,6月,41,3,1,46,0,12,195,88,0
高雄市路竹區,107,7月,10,3,0,46,1,12,195,81,0
高雄市路竹區,107,8月,20,3,0,46,1,12,195,83,0
高雄市路竹區,107,9月,9,3,0,46,1,12,195,73,0
高雄市阿蓮區,107,1月,13,1,0,52,0,4,190,32,0
高雄市阿蓮區,107,2月,11,1,0,52,1,4,190,17,0
高雄市阿蓮區,107,3月,15,1,0,52,0,4,190,16,0
高雄市阿蓮區,107,4月,5,1,0,52,0,4,190,14,1
高雄市阿蓮區,107,5月,4,1,0,52,1,4,190,9,0
高雄市阿蓮區,107,6月,9,1,0,52,0,4,190,32,0
高雄市阿蓮區,107,7月,6,1,0,52,0,4,190,33,1
高雄市阿蓮區,107,8月,18,1,0,52,0,4,190,23,0
高雄市阿蓮區,107,9月,2,1,1,52,0,4,190,32,0
高雄市鳥松區,107,1月,11,3,0,34,2,7,264,115,0
高雄市鳥松區,107,2月,7,3,0,34,1,7,264,78,0
高雄市鳥松區,107,3月,4,3,1,34,1,7,264,94,0
高雄市鳥松區,107,4月,11,3,0,34,2,7,264,89,1
高雄市鳥松區,107,5月,15,3,0,34,0,7,264,123,0
高雄市鳥松區,107,6月,4,3,0,34,0,7,264,128,0
高雄市鳥松區,107,7月,10,3,0,34,0,7,264,116,0
高雄市鳥松區,107,9月,5,3,1,34,0,7,264,117,0
高雄市鳳山區,107,1月,66,10,0,98,6,46,256,427,1
高雄市鳳山區,107,2月,48,10,1,98,6,46,256,404,1
高雄市鳳山區,107,3月,59,10,1,98,5,46,256,454,1
高雄市鳳山區,107,4月,39,10,0,98,6,46,256,396,1
高雄市鳳山區,107,5月,53,10,0,98,4,46,256,543,1
高雄市鳳山區,107,6月,47,10,1,98,5,46,256,525,0
高雄市鳳山區,107,7月,64,10,1,98,2,46,256,602,1
高雄市鳳山區,107,8月,40,10,1,98,6,46,256,528,1
高雄市鳳山區,107,9月,24,10,1,98,4,46,256,532,1
高雄市鹽埕區,107,1月,5,4,0,16,2,4,217,23,0
高雄市鹽埕區,107,2月,3,4,1,16,0,4,217,22,0
高雄市鹽埕區,107,3月,5,4,0,16,0,4,217,27,0
高雄市鹽埕區,107,4月,1,4,0,16,2,4,217,35,0
高雄市鹽埕區,107,5月,13,4,0,16,1,4,217,25,0
高雄市鹽埕區,107,6月,11,4,0,16,0,4,217,28,0
高雄市鹽埕區,107,7月,4,4,0,16,1,4,217,26,1
高雄市鹽埕區,107,8月,1,4,1,16,0,4,217,32,0
高雄市鹽埕區,107,9月,6,4,1,16,0,4,217,36,1
高雄市鼓山區,107,1月,46,5,1,37,1,22,237,159,0
高雄市鼓山區,107,2月,28,5,0,37,1,22,237,141,0
高雄市鼓山區,107,3月,35,5,1,37,0,22,237,201,0
高雄市鼓山區,107,4月,38,5,0,37,0,22,237,105,0
高雄市鼓山區,107,5月,16,5,1,37,1,22,237,168,0
高雄市鼓山區,107,6月,16,5,1,37,0,22,237,178,1
高雄市鼓山區,107,7月,21,5,0,37,1,22,237,162,0
高雄市鼓山區,107,8月,10,5,1,37,3,22,237,155,1
